0.10	0.37	0.36	1.36	0.84	
0.10	0.21	0.49	0.50	0.75	
0.25	0.14	0.30	0.69	0.81	
4.11	4.12	4.14	4.20	4.20	
4.05	4.06	4.05	4.12	4.11	
4.05	4.50	4.12	4.05	4.50	
4.07	4.25	4.50	4.06	4.50	
0.20	0.24	0.26	0.47	0.89	
4.07	4.07	4.33	4.12	4.20	
0.11	0.17	0.26	0.61	0.75	
0.50	0.54	0.30	0.53	0.74	
1.00	0.37	0.27	0.61	0.75	
0.11	0.17	0.33	0.86	0.89	
0.14	0.21	0.36	0.53	0.74	
4.07	5.00	4.06	4.05	4.06	
0.20	0.29	0.41	0.61	0.78	
4.10	4.20	4.14	4.25	4.25	
0.20	0.14	0.36	1.36	0.89	
4.12	4.14	4.12	4.14	4.05	
4.06	4.11	4.08	4.06	4.25	
0.10	0.14	0.41	0.69	0.89	
0.10	0.29	0.49	0.50	0.74	
4.05	5.00	4.17	4.08	4.50	
0.10	0.15	0.36	0.86	1.64	
0.20	0.54	0.33	1.36	0.74	
4.05	4.11	4.07	4.06	4.33	
4.06	4.17	4.07	4.17	5.00	
0.50	0.24	0.49	0.46	1.14	
4.11	4.08	4.10	4.25	4.50	
4.11	4.05	4.07	4.06	4.08	
0.14	0.54	0.49	0.69	1.14	
4.06	4.11	4.06	4.08	4.50	
4.06	4.05	4.14	4.17	4.50	
5.00	4.20	4.11	5.00	4.20	
0.11	0.24	1.16	0.47	0.77	
0.11	0.21	0.33	0.50	0.81	
4.33	4.10	4.10	4.14	4.09	
4.05	4.07	4.09	4.05	4.25	
4.06	4.07	4.08	4.17	4.12	
0.20	0.15	0.27	0.56	0.81	
0.14	0.15	0.33	0.69	0.78	
0.50	0.54	0.66	0.56	1.14	
0.11	1.04	0.30	0.50	0.89	
0.20	0.14	0.27	0.50	0.81	
4.20	4.06	4.08	5.00	4.17	
4.05	4.06	4.50	4.07	5.00	
0.10	0.21	0.33	0.46	0.77	
4.20	4.09	4.06	4.09	4.25	
4.05	4.06	4.07	4.05	4.07	
0.12	0.21	0.33	0.46	1.64	
0.17	0.29	0.49	0.53	0.75	
0.20	0.17	0.66	0.47	0.75	
4.12	4.20	4.07	4.06	4.06	
4.09	4.05	4.07	4.06	4.06	
4.25	4.10	4.09	4.09	4.06	
4.06	4.07	4.06	4.09	4.50	
0.14	0.37	0.29	0.46	1.14	
4.06	4.11	4.50	4.12	4.08	
4.10	4.06	4.09	5.00	4.11	
0.25	0.15	0.49	0.86	0.97	
4.17	4.08	4.06	4.06	4.05	
0.20	1.04	0.36	0.50	0.78	
4.06	4.50	4.05	4.06	4.06	
4.25	4.08	4.33	4.07	4.14	
4.05	4.08	4.08	4.08	4.17	
4.08	4.17	4.11	4.09	4.06	
0.33	0.18	0.66	0.69	0.74	
0.14	0.14	0.27	0.56	0.81	
0.14	0.54	0.29	0.61	1.14	
4.20	4.06	4.05	4.25	4.25	
4.08	4.08	4.20	4.09	4.25	
1.00	0.21	1.16	0.50	0.97	
4.05	5.00	4.07	4.14	4.08	
4.12	4.08	4.14	4.05	4.11	
0.10	1.04	0.29	0.48	1.14	
0.50	0.29	0.66	0.53	0.78	
4.33	4.50	4.17	4.08	4.05	
0.20	0.37	0.29	0.50	1.64	
1.00	1.04	0.36	0.48	0.84	
0.50	0.24	0.41	0.86	0.81	
0.12	0.21	0.33	0.47	0.77	
4.06	4.06	4.06	4.50	4.06	
0.50	0.18	0.36	0.56	0.84	
0.17	0.54	0.41	1.36	0.75	
0.14	0.14	0.29	0.86	0.75	
4.10	4.11	4.06	4.08	4.07	
0.33	0.24	1.16	0.50	0.75	
0.14	1.04	0.26	0.48	0.84	
0.11	1.04	0.30	0.69	0.78	
5.00	4.06	4.12	5.00	4.06	
0.10	0.54	0.33	0.56	0.74	
0.20	0.15	0.33	0.46	0.81	
4.06	4.17	4.07	4.07	4.08	
4.33	4.07	4.05	4.20	5.00	
0.11	0.54	0.29	1.36	1.14	
0.20	0.37	0.49	1.36	0.74	
0.14	1.04	0.27	0.56	0.77	
0.50	0.21	0.29	0.61	0.78	
4.08	4.05	4.08	4.05	4.50	
0.12	0.37	0.41	1.36	0.77	
